用户名,评论日期,车型款式,评星,裸车价,油耗,购车时间,评价内容
才高八斗稻米1020,2023-07-27,奥迪A6L 2023款 45 TFSI quattro 尊享动感型,4.07,39.0,,2023-06,我是奥迪a6的车主，考虑到很多方面的因素我选了奥迪，想体验一下奥迪的四驱到底怎么样。没有后悔，感觉车挺不错的。新款车型依然延续了现款车型的内饰，车内依然给人带来了十足的科技感。因为车带了bo音响，感觉听歌很有感觉，全液晶仪表盘以及由上下两块触控屏所组成的中控台，为车内科技化程度加分，我认为车的缺陷主要有三点，一是调节方向盘前后高低需要手动调节，二是中控区的大屏感觉偏低，开车看导航会有影响，这都是驾驶员感受最真切;第三点是调节空调需要在屏幕上操作，以前一直习惯机械旋钮操作的我很不适应。行驶时调节空调需格外小心，最好别在行驶过程中调节。但实际用下来会发现几乎
才华横溢软桃0910,2023-07-06,奥迪A6L 2022款 45 TFSI quattro 臻选动感型,4.29,39.89,10.8L/100km,2022-07,🚗购车经历 2022年7月在新丰泰购入了这台车 试驾了一次就直接购入 周六看车 周日提车 非常迅速 同级别对比了e300l 内饰没有很喜欢 更喜欢简约风的内饰 主要是给家里老人开 他们那个年代的思想更喜欢奥迪的稳重和大气 家里人给的预算是55左右 这个车算是物超所值了 也有再去询问3.0t版本的 优惠力度确实没有2.0t的香 果断选择了2.0t 💴提车价格 38.9多 现在哪个店都是价格很透明 也没有什么更多谈的余地了 送了装饰 也选配了座椅加热和方向盘加热之类的 ⛽油耗表现 刚入手时 ➕的95号清洁汽油 那时候油耗很高13左右 也可能是地板油开
山尺,2023-02-19,奥迪A6L 2017款 30 FSI 技术版,5.00,24.8,,2023-01,最经典的尾灯真的很喜欢，唯一美中不足没有实木内饰哎，其他都很满意
车手16895262KE,2023-01-23,奥迪A6L 2023款 55 TFSI quattro 尊享致雅型,5.00,46.0,10L/100km,2023-01,奥迪的夸戳还是很舒服，奥迪这个55真的是好车，加速很平滑，高速8个油左右，虽说是3.0t的，市区11个油左右
凤鸣车手01804865,2023-01-08,奥迪A6L 2023款 40 TFSI 豪华致雅型,5.00,42.8,9L/100km,2022-05,【购车经历】 当时买的时候对比了好多车，最后还是选了A6L，主要比较时尚，看着还大气，也可以作为家用车，商务家用俩不误 【提车价格】 车价40多w，4s店优惠了好几w，最后提车价是38w多，等车就比较长了，当时等了好久，大概等了2个星期左右吧 【最不满意】 刚开始买车的时候就是感觉发动机有点变速箱有点顿挫，可能那个时候还没有过磨合期吧，后期过了磨合期之后。变速相就没，后期过了磨合期之后。变速相就没有那么多，后期过了磨合期之后。变速箱就没有那么多，后期过了磨合期之后，变速箱就没有那么顿挫了 【能耗表现】 在无锡的话，普通道路上油耗差不多九个油这个样子，高速
乔克叔叔5714,2022-10-20,奥迪A6L 2022款 45 TFSI quattro 臻选致雅型,4.00,39.0,9L/100km,2022-06,【购车经历】因为喜欢奥迪 观察了两年 优惠力度大的时候去提的 【用车成本】没什么大开支 无非就是保养加油 【能耗表现】我踩油门个人认为还是比较舍得的 市区一般9个 高速6个左右 【最不满意】碰撞预警有时候会误报 自动模式下加速没有那么跟脚 猛加速的话会迟钝个一秒多 接近50w价位没有电动尾门有点难受的 【驾驶感受】爽 运动模式没话说 2.0T足够了 操控也舒服 滤震清晰但比较软 急转弯很稳 【乘坐感受】建议45以上标配后排调节 确实不是很舒服 【用车反馈】BBA当中性价比之王 产品力绝对稳居一线 如果我有钱就上3.0T了
车手47727574NR,2022-10-18,奥迪A6L 2022款 45 TFSI 臻选致雅型,4.71,39.98,9L/100km,2021-03,1、空间尺寸:这个车空间很大，C+级水准是我坐过最大的。 2、外观:年轻大气，又不失沉稳，犀利的大灯，就犹如您的商业眼光一样独特，不愧是商务座驾的领导者。 3、内饰:中控科技满满，但又不失豪华，随处可见的细节，突出了他的内涵。 4、动力:动力调教偏向舒适，深踩油门加油的瞬间很线性，不会突然很冲，而是过了一会儿才猛的窜出来，如果不熟悉它的动力输出的时候建议不要随意超车，它更合适乘坐。 5、操控性:这款车的操控性很容易上手，动力输出深踩油门不会很窜，容易把握，方向盘比较轻盈，智能辅助到位，常用到的配置都给到了。 6:舒适性:如果这车拿来接待客户的，舒适性没得
知秋一叶25,2022-10-14,奥迪A6L 2018款 30周年纪念版 TFSI 进取版,5.00,40.0,7.3L/100km,2018-02,总体来说，空间很够用，操作可以，外观大气，油耗不高，还算满意！
麒麟车手01006774,2022-08-18,奥迪A6L 2022款 45 TFSI quattro 臻选动感型,4.29,39.0,10L/100km,2022-08,【购车经历】 感觉身边开a6l的人不少，跟个别朋友了解这款车性能比较好，本人也是干有关汽车方面的职业，对汽车多少有所了解，感觉这款车综合评价不错 【提车价格】 贷款买车，一年后还清相对全款还便宜一些，选择贷款，暂时没超过一个月说实话还不知道贷款的套路，据目前来说还算合适。提车的价格跟销售谈了许久，最后跟理想价格有所差距，在接受范围内。 【最不满意】 发动机噪音大，一两分钟减弱。车机不太好用，也许是没用习惯。后方车辆来车提示这个价位了居然没有，还应该在配置方面整体档位提升。这个成本应该也不贵吧！手机充电口应该多设置几个，太少了，也没usb。220v插座目前
乐乐先生说早安,2022-07-17,奥迪A6L 2007款 2.0T CVT标准型,3.00,42.0,,2007-09,耗油跟现在的车差不多，加速平稳，就是车头太重，容易刹车点头。
pollyer77,2022-07-28,奥迪A6L 2020款 40 TFSI 豪华致雅版,4.71,36.0,8.5L/100km,2020-06,【购车经历】 一开始，计划从奔驰E，奥迪A6L，沃尔沃S90中，三选一。补刀:从未考虑过宝马5和雷克萨斯ES。一次走下来，就决定了选奥迪了。 【用车成本】 各项成本，都在可接受范围内。 【能耗表现】 各项综合油耗，长期维持在8.5L/百公里上下，波动幅度在0.5左右。 【最不满意】 1.没有无钥匙进入； 2.没有电动尾门。 【驾驶感受】 满意，舒服。 【乘坐感受】 舒服。要是后排座椅能加长3厘米左右就更完美舒服了。 【用车反馈】
胖胖锤,2022-06-27,奥迪A6L 2022款 45 TFSI 臻选动感型,4.29,35.5,9.4L/100km,2022-06,【购车经历】 留学生免税车名额，裸车35.x，落地36多点，不到37。自己去车管所上牌的，一汽奥迪长春发过来的资料非常齐全，流程非常顺利，给中汽总和一汽奥迪点赞。 【用车成本】 用车主要成本是保险和燃油，保险300万保额加交强险车船税8xxx，油耗目前9.4。 【能耗表现】 市区12-13，高速6-7 【最不满意】 车内异味很重，买了光触媒，暴晒几天后缓解，还有车身太大了，车库不太好停车。 【驾驶感受】 开起来很稳，过坎不颠，过弯侧倾比较小，速度起来了比较灵活，低速走走停停不闯动，但容易被加塞。 【乘坐感受】 很安静，不会感觉空间局促，但前排没
ycresets40960339,2022-06-25,奥迪A6L 2022款 40 TFSI 豪华动感型,3.57,36.5,10L/100km,2021-12,我21年11月份买车时，就选中奔驰宝马奥迪，先看的宝马530，又问了很多使用的朋友，问题大多出在15万公里左右，还有一点，我主要用于商务，宝马外观不太理想，看下马路上跑的，快成马路大众了，所以确定买奔驰E300，当时大标价格是42.3万，立标是43.4万，没有优惠，但年前提到车有点困难，等到12中旬自己沉不住气，就去了奥迪店，确定了A6，首先外观看比较大气，就是车尾稍显厚实，还有现款奔驰前脸我自己感觉太小气，没气势，也算自我安慰吧，36.5万买了奥迪A6，因我是一次性全款，价格谈不下来。现已开了半年，总体感觉还不错，站在车旁，发动机声音比奔驰小很多，跑高
花落微凉梦清幽666,2022-06-18,奥迪A6L 2016款 TFSI 技术型,4.43,36.8,10L/100km,2017-06,【用车场景】 公司用车 【驾驶感受】 稳重 商务 易操控 【能耗表现】 油耗 有点高 还好动力强劲 【保养感受】 怎么着 也算 豪华品牌 保养贵属于正常 【维修成本】 别的也都可以接受 就是大灯坏了 换一个原装的要 好几万 过分了 【配置性价比】 BBA三个里边 配置性价比 最高的一个 【亮点配置】 BBA同系 优惠最多的一个 【不足之处】 车内 味道 太重了
欧洲小伙李时珍,2022-05-12 1 条追评,奥迪A6L 2021款 40 TFSI 豪华动感型,3.86,36.1,7.5L/100km,2021-08,【提车价格】 指导价429800 优惠68800，裸车价361000购置税32300保险11000 赠送底盘装甲和脚垫 选装了前后排座椅加热和后排分区空调共10000。 【选车背景】 决赛圈是xjl和a6l，主要是婚后新家庭使用。 【对比车型】 Xjl内饰用料确实捷豹更优，但是考虑到家人意见最终决赛圈还是a6l胜出了 【驾驶感受】 动态模式动力够用，舒适模式也是真的舒适，c8这代外观这么不再是老干部专属了，年轻人也可以考虑 【能耗表现】 市区堵车12左右，但我在郊区 长期油耗7.5 【空间表现】 完全足够，但毕竟是轿车和mpv没得比 【舒适性
经典的轿跑4052,2022-06-17,奥迪A6L 2022款 55 TFSI quattro 尊享动感型,4.43,46.6,12L/100km,2022-05,【用车场景】 平时家用代步和商务出行使用最多。因为选高配的不多，所以裸车价还是谈了优惠，不过没赶上这个购置税政策，店里基本能送的都送了我，毕竟直接全款拿下55TFSI的不多，双离合操控无懈可击。从大概2020年就开始关注55的a6l，中间经历了芯片短缺的涨价，到现在的价格稍微回落，终于算是圆了6缸车的梦。 从今年年初开始，逛了很多广州的4s店，55的现车确实有，但全是致雅的，致雅的后排可调和双层玻璃很喜欢，可惜就是外观太商务，尤其是那个19寸轮毂，实在是太难看了。一直到今年2月中旬，4s店告我到了一台动感现车，直接去店里看了车，谈了谈价格，感觉差不多就定
EOOsLqf7,2022-05-27,奥迪A6L 2008款 2.0T 手动基本型,3.71,33.5,9L/100km,2008-05,【用车场景】 上班代步接送老婆 【驾驶感受】 市区路面驾驶感受非常稳重，颠簸路段整车避震还可以，高速实测4500转180码左右，车噪巨大 【能耗表现】高速一箱油加满524，续航765公里 【保养感受】 【维修成本】 【配置性价比】 【亮点配置】 2.0T 手动 【不足之处】 转弯笨重
ycresets40960339,2022-05-15,奥迪A6L 2022款 40 TFSI 豪华致雅型,4.43,36.5,11L/100km,2021-12,我于去年12月份购车，当时定的是奔驰，由于无优惠，关键年前提不到车，于是买的奥迪A6，油耗市区16左右，高速7个左右，操控不错，内饰也算满意，就是跑高速声躁比较大，有时在路上也观察了下奔驰，从外观看，现在感觉奥迪不输奔驰，也许是自己孩子自己爱吧，5米多的车身确实大气，跑在路上虽然没必要去和豪车比，但这个价位心里还是很爽，现在我跑了4千多公里，一切还算满意吧，有什么感受，以后再分享给大家 【提车价格】 【选车背景】 【对比车型】 【驾驶感受】 【能耗表现】 【空间表现】 【舒适性】
车手60947859QR,2022-04-29,奥迪A6L 2021款 40 TFSI 豪华动感型,4.43,36.0,11L/100km,2022-01,换车之前是凯迪拉克XTS，之所以选择奥迪a6是考虑到它的稳定性与性价比，但是买了以后这车真的是让我有点失望，外观内饰都可以，空间也还行，就是舒适度直接太差了，隔音差，减震硬，内饰异响严重！空调制冷差而且声音大，大屏经常卡顿！
李胜献,2022-04-28,奥迪A6L 2020款 45 TFSI 臻选动感版,4.43,39.0,13L/100km,2021-01,【用车场景】 谈个生意还是很好的 【驾驶感受】 开的车型不多不做评价 【能耗表现】 一公里一块多 【保养感受】 还可以 【维修成本】 没修过 【配置性价比】 还可以 【亮点配置】 四周靠近车辆警示 【不足之处】 油耗有点高
崭新的土豆4784,2022-04-08,奥迪A6L 2022款 45 TFSI quattro 臻选动感型,4.29,37.93,10.8L/100km,2022-03,30岁终于提了Dream Car，梦想总得有，万一实现了呢！ 首先先说一下我的购车经历，去年6月就有想法，问了4S店的朋友，由于芯片问题，价格涨了很多（当时45两驱落地得44-45），正好当时资金有些紧，就想着等今年，过完年再问了下，价格终于下到可以接受的范围，落地差不多42个W，那个心痒痒呀，无奈新冠疫情，4S店看车的计划被迫延期（希望疫情早日消散，中国加油！）。3月初疫情有所好转，就立马带着老婆约了试驾，其他牌子4S店都没去，宝马5系还是比较喜欢的，但525落地比奥迪45两驱还贵，就没想法了。奔驰的外观这一代个人感觉很韩国范，个人无法接受，而且E3
ycreset215139670,2022-04-08,奥迪A6L 2018款 30周年纪念版 35 TFSI 时尚版,4.71,39.98,12L/100km,2018-05,"【提车价格】 我买的这款车是18款30周年纪念版本的低配车型。当时因为也是预算有限，买的这个最低配优惠了18,000块钱现金。指导价格417,800，全下来大概用到了43左右，去了三次价格才讲下来这些，然后答应送我一套18寸原厂铝合金轮毂和冬季轮胎。 【选车背景】 以前开的是一款速腾，已经开了6年，然后家里工厂也需要一点装门面的车，所以在宝马5系和奥迪a6L这两款车之间进行对比。选车大概两三个月，也试驾了宝马5系和奥迪的这款车。最终让我下定决心的还是家里的意见，毕竟在我们东北奥迪这个品牌还是比宝马强那么一点点。因为平时开的公里数并不多，所以说选择了最低配"
ycresets27201848,2022-03-24,奥迪A6L 2022款 45 TFSI 臻选致雅型,5.00,42.0,9.1L/100km,2019-03,操控性我对比了雷克萨斯es，对比了奔驰e级，A6l的操控性堪称非常好
张宏轩Z7,2022-03-18,奥迪A6L 2019款 45 TFSI quattro 臻选动感版,5.00,38.0,11L/100km,2019-10,空间大 日常拉货很方便，操控性还可以，偶尔有点小抖动， 空间大 日常拉货很方便，操控性还可以，偶尔有点小抖动， 空间大 日常拉货很方便，操控性还可以，偶尔有点小抖动，
金炟四季文化SE,2022-02-16,奥迪A6L 2022款 45 TFSI quattro 臻选动感型,2.43,40.0,10.4L/100km,2021-12,冲着品牌影响力买的车，动力操控还算可以，就是还么有上牌，三大件之一的变速箱报警，4s店没有态度，厂家客服不管
大全儿2877WEL,2021-12-28,奥迪A6L 2006款 2.4 CVT 舒适型,4.57,43.89,10L/100km,2021-12,到手无投资发动机变速箱巅峰，提速快喜欢的可以联系我，车子保证喜欢
ycresets30526615,2021-12-27,奥迪A6L 2022款 45 TFSI quattro 臻选动感型,5.00,38.9,9.8L/100km,2021-12,A6L整体机械素质没的说，因为提完车要回东北，直接提了个四驱的，稳
车手27757032VB,2021-07-19,奥迪A6L 2010款 2.8FSI 舒适型,5.00,58.0,8L/100km,2010-11,车的性能很好，我很喜欢奥迪车，家人们坐的舒服😊我对车很爱惜。
朕乃书生1988,2021-06-19,奥迪A6L 2021款 45 TFSI 臻选动感型,5.00,36.0,8.6L/100km,2020-12,终于32周岁的时候，买了一辆自己喜欢的车。如果非要用一句话评价，应该就是静若处子，动若脱兔吧。
车手24972865XB,2021-02-22,奥迪A6L 2021款 55 TFSI quattro 尊享动感型,3.86,54.0,7L/100km,2019-10,品牌过得去，性价比高，整体都还不错
内敛的海棠果4222,2020-08-17,奥迪A6L 2020款 45 TFSI 臻选动感版,5.00,36.5,,2020-06,同级别BBA 中 看好A6L
LEO李季1gh,2020-04-09,奥迪A6L 2019款 45 TFSI quattro 臻选动感版,5.00,38.6,10L/100km,2020-04,开了12年的B7奥迪A4 1.8T个性风格版，看到A6L的中控台，我就认定了
西行寺骊婧,2019-07-19 1 条追评,奥迪A6L 2017款 30 FSI 舒适版,5.00,42.0,,2017-07,性价比高，平时开出去也不失面子，而且多大岁数都能开，开个七八年没问题，2.5的发动机稳定性更高。
奔逸绝尘蜻蜓4051,2019-07-06,奥迪A6L 2018款 30周年纪念版 45 TFSI quattro 运动版,4.57,40.0,14L/100km,2019-02,没理由 选着选着就选着了
车手13218089AZ,2019-05-29,奥迪A6L 2016款 30 FSI 舒适型,4.00,42.3,8.7L/100km,2017-02,选择奥迪是低调奢华，动力强，乘坐舒适度很好，保值率很好，家用空间够用！
海上白云,2019-05-09,奥迪A6L 2018款 30周年纪念版 35 TFSI 运动版,4.00,35.5,9.5L/100km,2018-09,「本人于2018年购买了2018款奥迪A6L运动型」 #最不满意 4S店保养起来价格并不便宜，维修件价格也不菲。底盘偏低，走过几次坑洼路面已经被刮过几次底盘了，还好是泥土路并无大碍。 #外观 基本95%以上选择A6L都是喜欢它的外观的，外观高计较沉稳不张扬，整个外观基本找不到可以挑剔的地方，前灯很帅气，很有官员车气质，整车显得非常厚重稳重。 #内饰 豪华论不上，但总体显得比较用心，方向盘和座椅以用车门扶手都是真皮包裹，而仪表盘和液晶屏以及到中央扶手之间的设计显得带是较新颖和增加了几分科技感， 中控上的塑料用材也较多，还好整体看着比较顺眼。
ycresets32794313,2019-05-09,奥迪A6L 2017款 TFSI 技术版,5.00,41.5,,2017-06,"本人是奥迪的忠实粉丝，选择台车主要还是因为外观漂亮,动力十足，空间大，各个方面都挺满意的。"
Q絮,2019-04-27,奥迪A6L 2018款 30周年纪念版 45 TFSI quattro 运动版,4.00,50.0,12L/100km,2018-12,有自己的个性安全，配置高，外观漂亮，动力十足，对于追求个性和激进驾驶的人来说绝对可以选择。
东北冬天不冷,2019-04-26,奥迪A6L 2018款 30周年纪念版 35 TFSI 时尚版,5.00,30.9,,2018-12,之前想买汉兰，四驱豪华加价后和奥迪价格差3万钱，就选这个了，感觉档次不一样，商务用车多一些，汉兰达家用非常好，奥迪商务性非常好，之前一直开SUV，换换感觉，刚开始怕地盘低，走一些不好的路挂地盘，开了一段时间后，感觉还好，没有想象中那么低。
宗敬航小朋友的奥迪,2019-04-07 1 条追评,奥迪A6L 2019款 45 TFSI 臻选动感版,5.00,33.21,7L/100km,2019-03,奥迪的忠实粉丝，自己18年12月份买了Q5L，车开的不错，所以就又选择了一台A6L作为生意用车。用车1个多月，目前没有任何不好的。就是手机不太方便放。
ycresets41319721,2019-02-08,奥迪A6L 2018款 35 TFSI 典藏版,5.00,,,,动力方面不错很喜欢，后排空间够用，还可以吧！家用足矣，油耗过得去！
ycresets33207737,2018-12-29,奥迪A6L 2018款 30周年纪念版 35 TFSI 运动版,5.00,,,,A6l这辆车空间很大，北京瘫在里面做空间是足够用的。动力方面的话2.0t的发动机很足，一般油耗都在7到8个油吧，堵车的时候9到11个左右。外观方面更不用说了，有了这个运动套件显得更年轻更运动，更适合年轻人驾驶。
罗子越,2018-10-06,奥迪A6L 2015款 TFSI 纪念智领版,4.00,31.0,7.5L/100km,2015-12,#不满意 其实这款车目前为止真的还没有什么不满意的地方，非要说的话就是导航不能更新 #满意 方向感很好，加速比较顺，运动模式还是不错的哦 #总评 本来打算计划买宝马525系的，但是试驾过程中感觉还是奥迪舒服，外观和内饰风格我也非常喜欢
名字长一点才能注册,2018-09-26,奥迪A6L 2018款 30周年纪念版 35 TFSI 运动版,4.00,34.0,11L/100km,2018-08,#不满意 不满意的地方还是有一些的，一汽大众的做工用料实在是无法吐槽，内饰配件装配不是很到位导致行车过程中遇到颠簸路面四个车门板会出现塑料件摩擦异响，中控台轻微异响，再有就是轮胎与地面的反馈比较明显，胎噪比较大 #满意 外观大气，底盘调教够舒适坐起来非常舒服，转向比较轻但是比较灵敏，2.0T够用，动力随叫随到挺跟脚的，最满意的就是a6l的空间，3012的轴距没得挑剔 #总评 表示没看过其他车，直奔奥迪4S去的，原来考虑的是A5，但是店里的A5现车是乞丐版几乎没有啥配置，转眼看到A6L黑色展车坐上去感受了一番感觉也不差，于是放弃A5乞丐版直接订A6L35运
星驰的茉莉4907,2018-08-22,奥迪A6L 2005款 2.4L自动技术领先型,5.00,50.0,13L/100km,2008-10,#不满意 油耗稍微有些高，老车了，其他都没觉得有什么不满意的。 #满意 外观、空间、性能都是比较满意的，舒适感也很好，大气。 #总评 还看了奔驰、宝马，觉得更喜欢奥迪这个品牌，有时也适合商务，舒适感不错的。
一流的柚子5331,2018-04-27,奥迪A6L 2018款 30周年纪念版 TFSI 进取版,4.00,34.11,9L/100km,2018-01,#不满意 1.SOS报警经常无故提示，过一会儿又消失掉，这个是通病，比较烦人；2.carplay连接不是很好，只能用线连接；3.新车车内异味比较重，放了几个月，还有气味；4.座椅偏硬，舒适性欠缺，尤其是驾驶位座椅。 #满意 1.外观：整体优雅大气稳重，奥迪家族风格设计，小改后带有运动气息； 2.内饰：用料和做工符合豪华品牌水准，折叠中控屏很棒，仪表中间有小液晶屏可以显示导航；3.动力：动力输出平顺；高速行驶平稳；双离合油门响应比较快，S档堪称动力随叫随到；4.油耗：相对于C级车，油耗非常美丽，磨合期最低到过5.5L，估计还能再少，有图有真相。 #总评 选
何嘉653ipy,2017-12-17,奥迪A6L 2014款 30 FSI 舒适型,5.00,48.0,10L/100km,2013-12,#不满意 提速时间太长，瞬间加速能力不强，城区油耗偏高！ #满意 奥迪A6L不管是驾驶还是乘坐舒适感都很强，高速6Ｌ/100Km，城市道路10Ｌ/100Km，油耗可以接受。 #总评 大众CC、jeep切诺基和北京现代索纳塔，总体感觉奥迪A6L沉稳，低调奢华有内涵，所以选择了他。
ycresets28021226,2017-12-06,奥迪A6L 2017款 45 TFSI quattro 运动版,5.00,48.5,12L/100km,2017-02,#油耗 这两天都在12多吧，还算可以。这么大的车算不错了。 #操控 操控比一般的车灵活，转向精准，方向盘轻便。起步反应很快，发动机声音稳定，没有噪音，这点挺满意。 #性价比 性价比高，综合考虑车的动力，装饰、配置等，觉得这车买的划算。 #动力 动力没得说，还要啥自行车？想超车就是一脚油门的事情。 #配置 该有的都有，像acc这种我觉得没多大必要，我最喜欢autohold功能和自动启停的配合。 #舒适度 带两个孩子完全没有压力，老人坐车也会比较舒服，不太会晕车，a3就容易晕车。 #空间 后备箱足够用了，夏天出去烧烤，放个小冰箱都没有问题，要是全尺寸备胎就好
大方的蔷薇5270,2017-06-06,奥迪A6L 2016款 TFSI 技术型,5.00,30.8,8.7L/100km,2016-06,#不满意 就是烧机油厉害，油耗也很高，就这两个地方不满意，希望在改进改进 #满意 做工精致！噪音也不大，提速表现突出，外观大气稳重，后排空间也很大 #总评 我选车之前我也看了好几款车，看了有宝马520、宝马2系进口敞篷、奥迪A6L，三款车都试驾了，当时很纠结不知道该选那款车，然后我还是最终选了奥迪A6L，我个人觉得开宝马别人会觉得有点装B，我买这款奥迪A6L偶尔还可以去跑跑婚庆什么的，最终选择奥迪A6L
才华盖世黄桃4179,2016-09-02,奥迪A6L 2016款 30 FSI 舒适型,5.00,38.8,10L/100km,2016-04,#油耗 油耗相对比较满意，高速8个多油，市区的油耗也不是很高，没想到的是这款车竟然这么省油，真的是很超乎自己的意料啊，同时也给力自己很大的惊喜。 #动力 起步加速稍弱，着急时提速确实感觉肉点，不过一般情况还是很稳重的，红灯变绿灯走的1秒内有点迟缓，开起来就好了，高速上绝对是游刃有余，动力浑厚，超车很轻松，这样的动力就已经是很不错了。 #性价比 感觉性价比还行，在BBA里，我感觉奥迪还算对得起车主，一个V6的机器就能显示出厂家的诚意，其他或多或少的配置就显得没那么重要了。 #配置 挺全面的，总体的配置都是很不错的，要是有座椅加热和座椅通风的话那就更好
所向披靡桑葚4166,2016-08-31,奥迪A6L 2016款 30 FSI 舒适型,4.00,33.4,10.6L/100km,2016-07,#油耗 油耗必须打满分，真的是很省油，油耗低到我都有点不敢相信，那次在高速上跑到了最低值，平时的油耗也都是在可接受的范围之内。 #动力 动力实在是觉得有点肉，可能是之前一直开涡轮增压的车习惯了吧，再开这个车觉得有点肉，可能是想培养驾驶员耐性的吧，不过我开车还是挺稳当的，一般是不超车的，也不飙车，上班和家用动力的话也够用了。 #性价比 性价比还可以，我觉得性价比还比较优秀，在很多方面还都是比较合适的。 #配置 配置很全面，很多的行车配置都有了，安全配置也是很好的，但是这款车没有座椅加热和座椅通风功能。 #操控 可能是因为有驾驶模式选择吧，这车在动态模式操
大气的西瓜4084,2016-08-03,奥迪A6L 2016款 45 TFSI quattro 运动型,4.00,44.7,9.5L/100km,2016-03,#油耗 绝对超出预期，2100公里，现在的油耗我感觉是很美的，总之我就是很满意的。 #动力 全时四驱，没有所谓的推背感和拖拽感，稍微给点油就会四平八稳的向前冲，主观加速感受不强，大排量带来的动力储备，任何速度下想超车都非常轻松从容，刹车力度非常线性，前半段制动力度不是太强，如果深踩下去，四活塞卡钳的制动力度绝对不会让你失望。 #性价比 这款车的性价比是相当不错的，这款车是相当的好，每个方面都是很合适的，总的性价比我自己还是比较满意的。 #配置 非常全面的配置，用起来是相当的方便，安全配置方面很好，行车配置也是很齐全，这款车的导航是很好用的，一般的小地
昂扬的大枣4090,2016-08-02,奥迪A6L 2016款 50 TFSI quattro 豪华型,5.00,52.3,10L/100km,2016-03,#油耗 比预期还低，以为油耗的话怎么也得到12 个左右，用着这段时间油耗给我的惊喜还是挺大的，我真的是没有想到这款车的油耗能这么低，真的是大大的超出了我的预期。 #动力 V6 3.0T 333马力，实际驾驶由于是磨合期内，并没有尝试暴力驾驶。不过给人信心十足的感觉。我想实际的表现也不会错，爆发力、持久力都很强大，用的时间长了感觉后续的动力应该是很不错的。 #性价比 这就不是一款性价比之选的车，不然我是不会选择这款车的，但是在很多的车中感觉这款车还是很不错的。 #配置 很棒的配置，用着是很满意的，方方面面的配置都是很全面的。 #操控 这台车很好开，低速状
大步流星小鹿4161,2016-07-29,奥迪A6L 2016款 TFSI 技术型,5.00,36.0,9L/100km,2016-02,#油耗 油耗比较低，特别是快速路，我走的路况是很好的，油耗方面也是挺不错的，现在还不到10个油，总体上是很棒的。 #动力 1.8T动力嘛之前还担心小马拉大车，除了低速的时候踩油门有一两秒迟钝，接着动力就上来了，加速也很不错，320扭矩表现确实不错。变速箱升档居然感觉不到，这个蛮意外的。运动模式油门就没那么迟钝，新车没超过110，高速怎么样还不知道，搭载第三代1.8TEA888发动机配七速双离合变速箱，动力更强，油耗更低。 #性价比 性价比高，导航、倒车影像、后视镜自动折叠，后风档自动遮阳帘、全景天窗和18寸5V轮毂都有。奥迪的车市场保有量大，保值，维修保
盖世无双荔枝4354,2016-07-28,奥迪A6L 2016款 45 TFSI quattro 运动型,5.00,44.5,9.8L/100km,2016-04,#油耗 目前在市内上下班开，目前的综合油耗不到10，自我感觉挺好的，不知道其它的车友是什么样的情况。 #动力 6缸3.0升机械增压发动机，272马力，400最大扭矩，日常生活已经动力过剩了。平时城市道路开的多，限速60，不需要深踩油门，起步到速度60一般也就10秒多钟。7档双离合变速箱，换挡非常快，中段发力更是强劲，超车并道时，低转速高扭矩的优势更加明显，速度超过110以后，动力依然源源不断，车身非常稳定，让人信心十足。 #性价比 超级棒的性价比，那真的是没话说的，绝对不二之选，选它绝对不会后悔。 #配置 绝对是够用了，方方面面的配置都是很全的，用起来的
盖世的小马4268,2016-07-26,奥迪A6L 2016款 30 FSI 技术型,5.00,36.1,10L/100km,2016-06,#油耗 目前的油耗我感觉还是可以的，10个油耗，车子还是在磨合期，这样的油耗我感觉还是挺不错的，用着是挺满意的，首保后的油耗相信还是会下降的。 #动力 我是个慢性子的人，也不飙车，但是偶尔S档撒欢，奥迪也能给予你面子。总体一句话，动力，我满意，上班是绝对不会给你丢面子的，家用的话更是很体面的，这款车的动力我认为就是很好的了，总之是很满意动力方面的。 #性价比 配置高，样子漂亮，价格公道，性价比方面的话我感觉还是可以的，总之性价比方面我认为还是听错的。 #配置 总体配置是相当满意的，不管是行车配置好好方面还是安全配置方面都是很不错的，我稀罕的天窗还有导航都
晦迹韬光雪人4149,2016-07-25,奥迪A6L 2016款 TFSI 舒适型,5.00,38.2,10L/100km,2016-06,#油耗 市里开10左右，仔细点开8左右，这个应该看驾驶习惯了，高速上最低开过6点几，一般都在7点几，相比其他几款C级车的油耗很满意。 #动力 动力不错，1.8T的发动机搭配进口湿式7速双离合Stronic变速器，190马力的输出，绝对够用，虽然是1.8T的，但是加速一点也不逊色，完全有着超越2.5的感觉，换挡很平顺，加速推背感强，在车流中游刃有余。高速上跑到180不发飘，超车也是信心十足。 #性价比 性价比当然还是可以的，这个价格买这个级别的车子肯定ok啦！ #配置 配置方面倒是没啥说的，真的是相当的齐全啊，用着也是超级满意的，好车的配置就是不一般啊。
